ZONA,TIPO_DELITO,FECHA_INICIO,AÑO,MES,SEMANA,TOTAL_DELITOS_REAL,TOTAL_DELITOS_PREDICHO,ERROR_ABSOLUTO,ERROR_PORCENTUAL,TIPO_MODELO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,2,2.04,0.04,1.99,INDIVIDUAL
Vélez,HURTO,2024-08-12,2024,8,33,1,1.04,0.04,3.54,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-08-12,2024,8,33,8,7.72,0.28,3.46,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-08-19,2024,8,34,84,83.91,0.09,0.11,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-08-19,2024,8,34,6,6.54,0.54,9.04,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-08-19,2024,8,34,8,8.28,0.28,3.53,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-08-19,2024,8,34,1,1.0,0.0,0.39,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-08-19,2024,8,34,6,7.15,1.15,19.17,INDIVIDUAL
Guanentá,HURTO,2024-08-19,2024,8,34,1,1.0,0.0,0.12,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-08-19,2024,8,34,1,1.01,0.01,1.41,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-08-19,2024,8,34,3,3.16,0.16,5.19,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-08-19,2024,8,34,40,37.86,2.14,5.36,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-08-19,2024,8,34,2,2.0,0.0,0.11,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-08-19,2024,8,34,1,0.93,0.07,6.66,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-08-19,2024,8,34,6,5.47,0.53,8.82,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-08-26,2024,8,35,36,37.07,1.07,2.97,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-08-26,2024,8,35,8,9.21,1.21,15.16,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-08-26,2024,8,35,2,2.03,0.03,1.33,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-08-26,2024,8,35,107,103.01,3.99,3.73,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-08-26,2024,8,35,3,3.09,0.09,2.85,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-08-26,2024,8,35,2,1.95,0.05,2.64,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-08-26,2024,8,35,1,0.83,0.17,16.78,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-08-26,2024,8,35,1,1.0,0.0,0.43,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-08-26,2024,8,35,1,1.03,0.03,2.61,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-08-26,2024,8,35,13,12.86,0.14,1.11,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-08-26,2024,8,35,6,6.17,0.17,2.86,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-08-26,2024,8,35,2,2.2,0.2,10.25,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-09-02,2024,9,36,3,2.94,0.06,1.96,INDIVIDUAL
Comunera,HURTO,2024-09-02,2024,9,36,1,1.0,0.0,0.12,POR_TIPO
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-09-02,2024,9,36,5,4.93,0.07,1.33,INDIVIDUAL
Metropolitana,HURTO,2024-09-02,2024,9,36,1,1.0,0.0,0.13,POR_TIPO
Yariguíes,DELITO_SEXUAL,2024-09-02,2024,9,36,5,5.5,0.5,9.96,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-09-02,2024,9,36,1,0.95,0.05,5.27,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-09-02,2024,9,36,89,88.18,0.82,0.92,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-09-02,2024,9,36,1,1.02,0.02,1.71,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-09-02,2024,9,36,16,12.0,4.0,25.0,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-09-02,2024,9,36,2,2.4,0.4,19.85,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-09-02,2024,9,36,40,40.45,0.45,1.13,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-09-02,2024,9,36,1,1.0,0.0,0.16,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-09-02,2024,9,36,18,18.12,0.12,0.65,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-09-02,2024,9,36,1,1.06,0.06,5.85,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-09-09,2024,9,37,1,1.05,0.05,5.01,INDIVIDUAL
Vélez,HURTO,2024-09-09,2024,9,37,1,1.03,0.03,2.91,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,3,2.55,0.45,14.85,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,2,2.16,0.16,8.07,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-09-09,2024,9,37,17,17.15,0.15,0.89,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-09-09,2024,9,37,5,5.02,0.02,0.44,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,39,38.04,0.96,2.46,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,10,9.68,0.32,3.18,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,81,80.87,0.13,0.17,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,3,3.16,0.16,5.26,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-09-09,2024,9,37,3,3.12,0.12,4.13,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-09-09,2024,9,37,2,2.02,0.02,1.04,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-09-16,2024,9,38,83,84.91,1.91,2.3,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-09-16,2024,9,38,17,16.55,0.45,2.64,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-09-16,2024,9,38,1,0.95,0.05,4.58,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-09-16,2024,9,38,7,7.73,0.73,10.48,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-09-16,2024,9,38,6,5.34,0.66,11.01,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-09-16,2024,9,38,1,0.92,0.08,7.78,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-09-16,2024,9,38,1,1.01,0.01,1.12,POR_TIPO
Guanentá,DELITO_SEXUAL,2024-09-16,2024,9,38,2,2.0,0.0,0.01,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-09-16,2024,9,38,28,27.7,0.3,1.06,INDIVIDUAL
Yariguíes,HURTO,2024-09-16,2024,9,38,1,1.05,0.05,4.64,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-09-16,2024,9,38,1,1.03,0.03,2.62,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-09-16,2024,9,38,2,2.26,0.26,12.9,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-09-16,2024,9,38,5,4.73,0.27,5.47,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-09-23,2024,9,39,5,4.71,0.29,5.89,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-09-23,2024,9,39,1,0.88,0.12,11.79,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,16,20.86,4.86,30.37,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,2,2.02,0.02,0.96,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,11,9.74,1.26,11.42,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,3,3.4,0.4,13.43,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-09-23,2024,9,39,1,1.02,0.02,1.78,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,2,1.06,0.94,47.03,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-09-23,2024,9,39,2,2.02,0.02,1.07,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-09-23,2024,9,39,1,1.01,0.01,1.08,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,6,6.06,0.06,0.97,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-09-23,2024,9,39,65,68.12,3.12,4.81,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-09-23,2024,9,39,21,20.86,0.14,0.65,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-09-30,2024,9,40,1,1.01,0.01,1.11,POR_TIPO
Comunera,DELITO_SEXUAL,2024-09-30,2024,9,40,2,1.97,0.03,1.53,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-09-30,2024,9,40,5,5.5,0.5,10.0,INDIVIDUAL
Comunera,HURTO,2024-09-30,2024,9,40,1,1.0,0.0,0.12,POR_TIPO
Guanentá,DELITO_SEXUAL,2024-09-30,2024,9,40,2,1.99,0.01,0.28,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-09-30,2024,9,40,3,3.04,0.04,1.34,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-09-30,2024,9,40,16,15.65,0.35,2.18,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-09-30,2024,9,40,20,24.27,4.27,21.33,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-09-30,2024,9,40,9,6.21,2.79,30.99,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-09-30,2024,9,40,5,4.8,0.2,3.91,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-09-30,2024,9,40,81,78.69,2.31,2.85,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-09-30,2024,9,40,1,1.04,0.04,3.67,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,7,8.45,1.45,20.65,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-10-07,2024,10,41,3,2.9,0.1,3.38,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-10-07,2024,10,41,4,4.0,0.0,0.02,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,58,54.38,3.62,6.24,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,1,1.01,0.01,1.3,INDIVIDUAL
Guanentá,HURTO,2024-10-07,2024,10,41,1,1.0,0.0,0.15,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,1,1.11,0.11,10.82,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-10-07,2024,10,41,1,0.99,0.01,0.63,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-10-07,2024,10,41,16,15.95,0.05,0.33,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,31,27.66,3.34,10.78,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-10-07,2024,10,41,1,1.02,0.02,1.93,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,3,3.66,0.66,21.87,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-10-07,2024,10,41,4,4.27,0.27,6.72,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-10-14,2024,10,42,6,6.48,0.48,7.99,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-10-14,2024,10,42,1,1.02,0.02,2.25,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-10-14,2024,10,42,2,2.03,0.03,1.51,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-10-14,2024,10,42,35,34.74,0.26,0.76,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-10-14,2024,10,42,1,0.99,0.01,1.0,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-10-14,2024,10,42,5,3.83,1.17,23.31,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-10-14,2024,10,42,85,81.48,3.52,4.14,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-10-14,2024,10,42,5,5.31,0.31,6.16,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-10-14,2024,10,42,4,4.0,0.0,0.11,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-10-14,2024,10,42,13,13.62,0.62,4.76,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-10-21,2024,10,43,2,2.34,0.34,17.1,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-10-21,2024,10,43,14,7.74,6.26,44.73,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-10-21,2024,10,43,9,9.61,0.61,6.78,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-10-21,2024,10,43,7,7.82,0.82,11.7,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-10-21,2024,10,43,98,94.32,3.68,3.75,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-10-21,2024,10,43,26,27.67,1.67,6.41,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-10-21,2024,10,43,7,6.68,0.32,4.59,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-10-21,2024,10,43,2,2.7,0.7,34.91,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-10-21,2024,10,43,3,2.87,0.13,4.3,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-10-21,2024,10,43,4,3.96,0.04,0.97,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-10-28,2024,10,44,8,8.62,0.62,7.79,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-10-28,2024,10,44,67,67.14,0.14,0.21,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-10-28,2024,10,44,3,2.99,0.01,0.22,INDIVIDUAL
Vélez,HURTO,2024-10-28,2024,10,44,1,0.98,0.02,1.69,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-10-28,2024,10,44,1,0.98,0.02,2.28,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-10-28,2024,10,44,13,13.05,0.05,0.41,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-10-28,2024,10,44,3,3.09,0.09,2.97,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-10-28,2024,10,44,3,3.07,0.07,2.34,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-10-28,2024,10,44,33,34.71,1.71,5.18,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-10-28,2024,10,44,5,5.34,0.34,6.78,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-10-28,2024,10,44,7,7.32,0.32,4.62,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-11-04,2024,11,45,1,1.05,0.05,5.01,INDIVIDUAL
Comunera,HURTO,2024-11-04,2024,11,45,1,1.0,0.0,0.03,POR_TIPO
Guanentá,DELITO_SEXUAL,2024-11-04,2024,11,45,2,1.94,0.06,3.18,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-11-04,2024,11,45,28,27.96,0.04,0.13,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-11-04,2024,11,45,2,2.13,0.13,6.68,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-11-04,2024,11,45,8,8.83,0.83,10.43,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-11-04,2024,11,45,70,73.23,3.23,4.61,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-11-04,2024,11,45,14,13.86,0.14,0.99,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-11-04,2024,11,45,5,5.0,0.0,0.07,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-11-04,2024,11,45,6,6.96,0.96,15.98,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-11-04,2024,11,45,2,1.98,0.02,0.78,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-11-11,2024,11,46,45,42.07,2.93,6.5,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-11-11,2024,11,46,3,3.16,0.16,5.45,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-11-11,2024,11,46,1,1.01,0.01,1.33,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-11-11,2024,11,46,7,7.91,0.91,12.95,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-11-11,2024,11,46,2,1.94,0.06,3.04,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-11-11,2024,11,46,1,0.93,0.07,6.55,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-11-11,2024,11,46,4,3.97,0.03,0.74,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-11-11,2024,11,46,3,3.0,0.0,0.13,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-11-11,2024,11,46,9,8.58,0.42,4.62,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-11-11,2024,11,46,40,41.64,1.64,4.1,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-11-18,2024,11,47,2,2.27,0.27,13.56,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-11-18,2024,11,47,1,0.98,0.02,2.14,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,2,1.89,0.11,5.69,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,2,2.54,0.54,26.96,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-11-18,2024,11,47,1,1.03,0.03,2.69,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,77,69.18,7.82,10.16,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-11-18,2024,11,47,9,9.13,0.13,1.44,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,40,40.38,0.38,0.96,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,4,2.98,1.02,25.59,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,3,3.4,0.4,13.44,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-11-18,2024,11,47,2,2.04,0.04,2.22,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-11-18,2024,11,47,6,6.21,0.21,3.53,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-11-25,2024,11,48,6,5.81,0.19,3.1,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-11-25,2024,11,48,4,4.23,0.23,5.74,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-11-25,2024,11,48,12,12.73,0.73,6.11,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-11-25,2024,11,48,1,0.99,0.01,1.0,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-11-25,2024,11,48,5,5.18,0.18,3.51,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-11-25,2024,11,48,23,23.36,0.36,1.57,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-11-25,2024,11,48,8,7.99,0.01,0.12,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-11-25,2024,11,48,71,71.87,0.87,1.22,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-12-02,2024,12,49,29,28.51,0.49,1.69,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-12-02,2024,12,49,2,1.75,0.25,12.28,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-12-02,2024,12,49,2,2.19,0.19,9.69,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-12-02,2024,12,49,1,0.92,0.08,7.71,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-12-02,2024,12,49,4,3.25,0.75,18.84,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-12-02,2024,12,49,3,3.0,0.0,0.04,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-12-02,2024,12,49,67,66.33,0.67,1.0,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-12-02,2024,12,49,3,2.66,0.34,11.34,INDIVIDUAL
Yariguíes,HURTO,2024-12-02,2024,12,49,1,1.0,0.0,0.38,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-12-02,2024,12,49,7,7.77,0.77,11.01,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-12-09,2024,12,50,7,7.61,0.61,8.7,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-12-09,2024,12,50,1,1.37,0.37,37.1,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-12-09,2024,12,50,1,1.0,0.0,0.22,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-12-09,2024,12,50,7,7.14,0.14,2.02,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-12-09,2024,12,50,1,1.05,0.05,5.2,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-12-09,2024,12,50,53,54.91,1.91,3.6,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-12-09,2024,12,50,11,18.15,7.15,64.96,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-12-09,2024,12,50,14,14.05,0.05,0.33,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-12-09,2024,12,50,4,4.16,0.16,4.09,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-12-16,2024,12,51,32,25.24,6.76,21.12,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-12-16,2024,12,51,2,2.43,0.43,21.34,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-12-16,2024,12,51,8,8.21,0.21,2.56,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-12-16,2024,12,51,10,9.43,0.57,5.73,INDIVIDUAL
Yariguíes,HURTO,2024-12-16,2024,12,51,1,1.0,0.0,0.34,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-12-16,2024,12,51,1,0.98,0.02,2.21,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-12-23,2024,12,52,2,3.05,1.05,52.68,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-12-23,2024,12,52,12,13.32,1.32,10.99,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-12-23,2024,12,52,1,1.0,0.0,0.45,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-12-23,2024,12,52,6,5.94,0.06,1.05,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-12-23,2024,12,52,18,22.67,4.67,25.94,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-12-23,2024,12,52,2,2.21,0.21,10.37,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-12-23,2024,12,52,3,2.94,0.06,2.0,INDIVIDUAL
Comunera,HURTO,2024-12-23,2024,12,52,1,1.0,0.0,0.06,POR_TIPO
Metropolitana,DELITO_SEXUAL,2024-12-23,2024,12,52,7,7.6,0.6,8.64,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-12-23,2024,12,52,1,1.46,0.46,46.42,INDIVIDUAL
Comunera,HURTO,2024-12-30,2024,12,1,1,1.0,0.0,0.23,POR_TIPO
Metropolitana,DELITO_SEXUAL,2024-12-30,2024,12,1,3,4.71,1.71,56.92,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,4,4.08,0.08,2.0,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,4,21.79,17.79,444.64,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,44,38.92,5.08,11.55,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,19,18.26,0.74,3.9,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-12-30,2024,12,1,3,3.05,0.05,1.75,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-12-30,2024,12,1,11,10.82,0.18,1.62,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-12-30,2024,12,1,7,6.16,0.84,12.0,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-12-30,2024,12,1,3,2.95,0.05,1.64,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-12-30,2024,12,1,1,0.99,0.01,0.95,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,4,3.87,0.13,3.22,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,1,1.11,0.11,10.69,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-12-30,2024,12,1,1,1.0,0.0,0.42,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-12-30,2024,12,1,4,4.07,0.07,1.75,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-01-06,2025,1,2,6,5.94,0.06,0.94,INDIVIDUAL
García-Rovira,HURTO,2025-01-06,2025,1,2,1,1.0,0.0,0.23,POR_TIPO
Yariguíes,DELITO_SEXUAL,2025-01-06,2025,1,2,8,7.61,0.39,4.82,INDIVIDUAL
